"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"369EA48B","journalArticle","2021","Taveres-Cachat, E.; Goia, F.","Exploring the impact of problem formulation in numerical optimization: A case study of the design of PV integrated shading systems","Building and Environment","","","10.1016/j.buildenv.2020.107422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096554487&doi=10.1016%2fj.buildenv.2020.107422&partnerID=40&md5=d7e392f362ea96ac71a0b9d5ecbfe65d","Optimization in buildings has been increasingly popular due to its growing availability and documented ability to improve the performance of building designs following specified targets. However, the quality and robustness of optimized solutions may be dependent on how the optimization problem is formulated, and few studies have investigated the impact of modelling choices or optimization strategies. This study presents a simulation-based investigation of the impact of problem formulation in building design optimization using the case study of a PV integrated shading device (PVSD) and an evolutionary algorithm. For this, we modify both the size of the solution space and how it is searched using three different approaches to define the objective function(s): single-objective optimization, bi-objective optimization, and tri-objective optimization. The results show that increasing the size of the solution space provided better designs compared to both a full factorial parametric analysis and an optimized but more rigid model, regardless of the nature and number of objectives. The findings support the idea that exploring the impact of problem formulation may be an important part of the process of optimization in buildings and allows obtaining more insight into the tradeoffs at play and the workings of a selected optimization study. © 2020 The Authors","2021","2024-02-20 10:05:51","2024-02-20 10:36:21","","","","","188","","","","","","","","","","","","","Scopus","","","","","<p>Compilation and indexing terms, Copyright 2024 Elsevier Inc.</p>; <p>Export Date: 20 February 2024; Cited By: 11</p>","","http://dx.doi.org/10.1016/j.buildenv.2020.107422","Architectural design; optimization; Structural design; Genetic algorithms; Optimization; design; Evolutionary algorithms; genetic algorithm; Multi-objective optimization; Optimization problems; numerical model; Multiobjective optimization; Performance-based design; Performance of buildings; Numerical optimizations; Availability; photovoltaic system; Optimization studies; Bi-objective optimization; Genetic operators; Objective optimization; Optimization strategy; Shading devices; Single objective optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RD5IITPN","journalArticle","2022","Wang, Z.","Integral Fire Protection Analysis of Complex Spatial Steel Structure Based on Optimized Gaussian Transformation Model","Computational Intelligence and Neuroscience","","","10.1155/2022/6127225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135226951&doi=10.1155%2f2022%2f6127225&partnerID=40&md5=beb97c964d19d1eee4d5e03c773fa21a","The rapid development of complex space steel structure buildings has brought new challenges to structural fire protection analysis and design. On the basis of analyzing the deficiencies of structural fire protection design in existing normative and performance-based design methods and based on the knowledge and research results of fire science, structural engineering, computer simulation, and other disciplines, this paper proposes an improved Gaussian transformation model and applied it to the overall fire performance analysis of this complex space steel structure. The proposed model is based on theoretical research and practical application of the simulation and analysis of the overall fire performance of complex spatial buildings. The coupled analysis model and system integration method of spatial overall structure fire and structure are established. The improved Gaussian transformation model is used to propose the integrity of complex spatial structures. It is a system analysis model for fire analysis. The experimental results show that the designed algorithm model can effectively realize the overall fire performance analysis of complex spatial steel structures and can provide a useful reference for China's building fire protection research, building fire protection design, fire rescue, emergency plan formulation, and other engineering practical applications. © 2022 Zhiyi Wang.","2022","2024-02-20 10:05:51","2024-02-20 10:37:11","","","","","2022","","","","","","","","","","","","","Scopus","","","","","<p>Compilation and indexing terms, Copyright 2024 Elsevier Inc.</p>; <p>Export Date: 20 February 2024; Cited By: 2</p>","C:\Users\bunjii\Zotero\storage\W3F2KW84\Wang - 2022 - Integral Fire Protection Analysis of Complex Spati.pdf; ","http://dx.doi.org/10.1155/2022/6127225","Architectural design; Structural analysis; Fire protection; Fires; Steel structures; Building fires; Protection designs; Performances analysis; Analysis models; Complex space; Fire performance; Gaussian distribution; Gaussian transformation; Spatial steel; Structural fires; Transformation modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6CVGB7T","journalArticle","2021","Eini, R.; Linkous, L.; Zohrabi, N.; Abdelwahed, S.","Smart building management system: Performance specifications and design requirements","Journal of Building Engineering","","","10.1016/j.jobe.2021.102222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100776196&doi=10.1016%2fj.jobe.2021.102222&partnerID=40&md5=5cd5df85b0865289c8e8b45da42328b9","In a smart building, physical and computational elements are integrated to create an environment that is energy-efficient, comfortable, and safe for its occupants. The design and development of smart buildings is a complicated task. Every smart building is a unique structure from the requirements and characteristics standpoints. Therefore, achieving reliability and real-time adaptation to environmental conditions are some of the challenges involved in smart building development. Resolving these issues requires deep insights into control theory, machine learning, system specifications, and design requirements. To address this need, this paper proposes a real-time management system for controlling various aspects of smart buildings (indoor conditions, comfort criteria, security, safety, and costs), and also presents the performance specifications, design requirements, and operating constraints for these systems. The study aims to address two less-attended problems in the related literature of building management and control. First, only a few studies have attempted to include real-time learning of buildings' subjective parameters in the model-based control design. Second, to the best of the authors' knowledge, smart building management studies are primarily focused on optimizing thermal or visual aspects of buildings, and little attention is given to the simultaneous management of all building subsystems and objectives; i.e., considering buildings' physical models, environmental conditions, comfort specifications, and occupants’ preferences and safety in the design. Accordingly, in this paper, we combine machine learning with model-based control approaches to incorporate subjective environmental parameters into the building management structure. In addition, another benefit of this study is that it integrates model-based and learning-based control schemes in a unified management structure for controlling various aspects of building performance. The proposed building management system can be applied to a variety of smart buildings in which the building parameters can be monitored and self-tuned using a well-defined set of control inputs. © 2021 Elsevier Ltd","2021","2024-02-20 10:05:51","2024-02-20 10:05:51","","","","","39","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 20 February 2024; Cited By: 46</p>","","","Architectural design; Structural design; Energy efficiency; Machine learning; Environmental management; Specifications; Intelligent buildings; Occupant comfort; Building management system; Building operational costs; Computation theory; Computational elements; Design and Development; Environmental conditions; Environmental parameter; Model based control design; Model-based control; Performance specifications; Real time management systems; Real time systems; Smart building management system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BB8SLHGY","journalArticle","2021","Zhou, K.; Miljkovic, N.; Cai, L.","Performance analysis on system-level integration and operation of daytime radiative cooling technology for air-conditioning in buildings","Energy and Buildings","","","10.1016/j.enbuild.2021.110749","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100076707&doi=10.1016%2fj.enbuild.2021.110749&partnerID=40&md5=1341cedd074818bee1a40340b0086bc2","Passive daytime radiative cooling has attracted recent interest due to its ability to achieve sub-ambient cooling without energy input. However, the practical utility of radiative cooling for building applications remains under-explored, which requires not only rational design and integration of the system but also optimized control. In this work, we develop a detailed model-based framework for system-level integration of water-based daytime radiative cooling panels with heat exchangers and cold storage to cool indoor air for residential buildings. A numerical model was developed to simulate and analyze the heat transfer processes for the entire system. With this model, the effects of different system design and operation parameters were investigated in detail, including water flow rate, parasitic convective heat transfer coefficients, size of radiative cooling panels, number of heat exchangers, and operational schemes. We show that optimal water flow rates needed to maximize air-cooling are 0.001–0.002 kg/(s⋅m2), with air temperature drops approaching 12.7 °C for typical single-family houses in the U.S. Based on an energy and economic analysis, the feasible capital costs to practically implement integrated radiative cooling systems with payback period were estimated for different U.S. cities. Our work not only identifies key operational constraints and recommendations for building energy management using radiative cooling, but also develops design guidelines for the practical integration of radiative cooling systems. © 2021 Elsevier B.V.","2021","2024-02-20 10:05:52","2024-02-20 10:40:26","","","","","235","","","","","","","","","","","","","Scopus","","","","","<p>Compilation and indexing terms, Copyright 2024 Elsevier Inc.</p>; <p>Export Date: 20 February 2024; Cited By: 19</p>","","http://dx.doi.org/10.1016/j.enbuild.2021.110749","Architectural design; Cost benefit analysis; Structural design; Costs; Integration; Residential building; Heat transfer; Investments; Economic analysis; Air conditioning; Building energy; Heating; Design and operations; Flow of water; Cooling systems; Heat convection; Heat exchangers; Thermoelectric equipment; Heat transfer coefficients; Heat transfer process; Building applications; Building energy managements; Cold storage; Convective heat transfer Coefficient; Heat exchanger; Hydraulics; Operational constraints; Radiative cooling; Radiative Cooling; System level integration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUKDRTTD","journalArticle","2021","Reisinger, J.; Hollinsky, P.; Kovacic, I.","Design guideline for flexible industrial buildings integrating industry 4.0 parameters","Sustainability (Switzerland)","","","10.3390/su131910627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115874081&doi=10.3390%2fsu131910627&partnerID=40&md5=b2c33b4c89e8f3eb68d50b1982d343f1","The emergence of Industry 4.0 can contribute to sustainable development, but most concepts have not yet received much attention in industrial building design. Industry 4.0 aims to realize production in batch size of one and product individualization on demand. Constant reconfiguration and expansion of production systems demand highly flexible building structures to prolong service life and reduce economic and environmental impacts. However, most research and tools focus on either production system or building optimization. There is a lack of holistic approaches that combine these two aspects. This paper presents a systematic design guideline for flexible industrial buildings towards the requirements of Industry 4.0, integrating building and production planning. The methodology employs literature research and a multiple case study based on expert interviews. The design guideline is presented in the form of a categorized parameter catalogue that classifies the results, on the one hand, into the levels of (O) objectives, (T) technical parameters and (P) planning process, and on the other hand, into (S) success factors, (I) suggestions for improvement and (D) deficits. The findings identify flexibility, structural design parameters and an integrated computational design approach at early design stage as potential success factors for integrated industrial building design (IIBD). The results set the basis to develop a multi-objective optimization and decision-making support tool for IIBD in future research. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","2021","2024-02-20 10:05:52","2024-02-20 10:05:52","","","","19","13","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 20 February 2024; Cited By: 8</p>","C:\Users\bunjii\Zotero\storage\TBDYWCNR\Reisinger et al. - 2021 - Design guideline for flexible industrial buildings.pdf","","architectural design; optimization; Integrated design; decision making; Design guidance; Flexible production facilities; industrial structure; Industry 4.0; Integrated industrial building design; methodology; Sustainable building design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6QULAWMQ","journalArticle","2021","Vukadinović, A.; Radosavljević, J.; Đorđević, A.; Protić, M.; Petrović, N.","Multi-objective optimization of energy performance for a detached residential building with a sunspace using the NSGA-II genetic algorithm","Solar Energy","","","10.1016/j.solener.2021.06.082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110081105&doi=10.1016%2fj.solener.2021.06.082&partnerID=40&md5=3f8c2bff52a58de78602fd3c69bc9afa","This paper discusses a performed optimization of the structural and architectural parameters of a detached passive building with a sunspace using a non-dominant sorting genetic algorithm (NSGA-II). The building optimization is performed on the model of a building located in Niš, Serbia, a city with a Cfa climate according to the Köppen classification. The optimization is based on the NSGA-II algorithm and was run using DesignBuilder software package coupled to EnergyPlus™ dynamic building energy simulation software. The defined variable optimization parameters (X1-X10) include parameters of passive solar design, such as window-to-wall ratio (WWR) of each individual building façade, type of glazing, different façade wall constructions, and window shading system on the façades. Prior to the optimization itself, a sensitivity analysis of parameters X1-X10 was conducted in order to identify the parameter that has the most influence on heating and cooling energy expenditure and on thermal comfort. The Latin hypercube sampling (LHS) method is used to create iterations. Optimization objectives are defined for two scenarios. Scenario 1 considers the minimum energy required for heating and the minimum energy required for cooling of a detached passive residential building with a sunspace, while Scenario 2 considers the minimum energy required for heating and the minimum number of discomfort hours in such a building. The results of the optimization are obtained through NSGA-II iterations according to the predefined optimization objectives and by varying the given structural and architectural parameters of the building. The results are presented as a Pareto front – a set of optimal solutions and optimal characteristics of the detached passive solar building. For Scenario 1, the optimization yielded 63 Pareto solutions after 4245 iterations. For Scenario 2, it yielded 25 Pareto solutions after 4393 iterations. Based on the hypervolume indicator (HV), it can be concluded that multi-objective optimization using NSGA-II for Scenario 1 (HV1 = 0.82164) performed better than for Scenario 2 (HV2 = 0.59855). Optimization results show that when designing a detached passive solar building with a sunspace for the Cfa climatic area according to Köppen, window-to-wall ratio is the element of passive solar design that influences energy performance the most. In addition, a detached passive solar building will benefit the most from triple low-emissivity argon-filled glazing, opaque elements of the building envelope need to be properly thermally insulated with thicker concrete or brick walls for higher thermal storage capacity, and no shading or the smallest possible awning size is recommended for the south-facing façade to achieve better solar gains. © 2021 International Solar Energy Society","2021","2024-02-20 10:05:52","2024-02-20 10:39:09","","1426-1444","","","224","","","","","","","","","","","","","Scopus","","","","","<p>Compilation and indexing terms, Copyright 2024 Elsevier Inc.</p>; <p>Export Date: 20 February 2024; Cited By: 62</p>","","http://dx.doi.org/10.1016/j.solener.2021.06.082","Architectural design; Optimisations; optimization; Structural design; Genetic algorithms; building; genetic algorithm; Energy efficiency; Energy performance; Multi-objective optimization; Structural optimization; Sensitivity analysis; Multiobjective optimization; Residential building; Walls (structural partitions); Heating; Multi-objectives optimization; Climate models; Housing; sensitivity analysis; energy efficiency; NSGA-II; Serbia; Solar energy; residential location; software; Architectural parameters; Computer software; Hypervolume indicators; Indicator indicator; Minimum energy; Passive solar; Passive solar building; residential energy; Structural parameter; Sunspace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J892W36Q","journalArticle","2021","Laccone, F.; Malomo, L.; Pietroni, N.; Cignoni, P.; Schork, T.","Integrated computational framework for the design and fabrication of bending-active structures made from flat sheet material","Structures","","","10.1016/j.istruc.2021.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113612120&doi=10.1016%2fj.istruc.2021.08.004&partnerID=40&md5=4cac8abe93cf05908df624cd1f4bb8a4","This paper introduces an integrated computational design framework for the design and realization of arbitrarily-curved bending-active architectural structures. The developed framework consists of a series of methods that enable the production of a complex 3D structures composed of a set of flat 2D panels whose mechanical properties are locally tuned by varying the shape of embedded spiraling patterns. The resulting panels perform as variable stiffness elements, and they are optimized to match a desired target shape once assembled together. The presented framework includes all the steps for the physical delivery of architectural objects, including conception, static assessment, and digital fabrication. The developed framework has been applied to an architectural scale prototype, which demonstrates the potential of integrating architectural design, computational simulation, structural engineering, and digital fabrication, opening up several possible novel applications in the building sector. © 2021 Institution of Structural Engineers","2021","2024-02-20 10:05:52","2024-03-19 13:08:43","","979-994","","","34","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 20 February 2024; Cited By: 8</p>","C:\Users\bunjii\Zotero\storage\LJNDGA98\Laccone et al. - 2021 - Integrated computational framework for the design .pdf","","Form-finding; Structural design; Optimization; Computational design; Architecture; Advanced manufacturing; Bending-active structures; Digital fabrication; Mesostructured; Shell; Simulation; 1_Shape; 4_SOO; 7_Entire building; 5_Spatial; 2_Timber; 6_Prototyping; 3_Others (desired target shape)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4NS7SU7","journalArticle","2021","Seyrek, C.I.; Widera, B.; Woźniczka, A.","Sustainability‐related parameters and decision support tools for kinetic green façades","Sustainability (Switzerland)","","","10.3390/su131810313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115123664&doi=10.3390%2fsu131810313&partnerID=40&md5=a17e8bd293a338a39b1dbaf0971f1277","Constant challenges, environmental threats, and rapid changes of living conditions on the earth make it necessary to seriously take up the topic of resilience and sustainability. The interdisciplinary and holistic approach is more important than ever before, and engineering science is required to adapt to global conditions. This article presents the results of research aimed at the identification of sustainability‐related parameters for kinetic green façades in the preliminary design phase and evaluation of current decision support tools. The authors carried out the comparative analysis of existing decision support methods and tools for sustainable development, used in fields and disciplines such as architectural design, environmental engineering, and structural design. The particular focus of the research was on the preliminary concept design of kinetic green façades. Specific methods such as forecasting and backcasting linked to post‐occupancy evaluation tools were also taken into account. Parametric modeling based on optimization algorithms was recognized as the most adequate method. As a result of the conducted research, the steps to be taken at the early design stage for sustainable façade design were identified based on the example of the innovative system of kinetic green façade. The first step is to determine the design criteria of the façade considering the factors related to climate, culture, environment, and special design requirements. In the next step, the design parameters of the façade system are defined depending on the aforementioned criteria. In the third step, system design and modeling are done. Finally, the performance of the façade system is evaluated. If the desired performance is not achieved, the designer returns to the 2nd and 3rd steps. These last three steps of the preliminary design stage of sustainable façade systems are critical since they allow us for the façade design optimization, which in turn has a significant influence on the whole building performance and sustainability parameters. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","2021","2024-02-20 10:05:52","2024-02-20 10:05:52","","","","18","13","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 20 February 2024; Cited By: 3</p>","","","optimization; sustainability; Climate resilience; decision support system; Decision support tools; Green façade; holistic approach; Kinetic façade; parameter estimation; POE; Post‐occupancy evaluation; Sustainable architecture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDCNIN5E","journalArticle","2021","Chen, B.; Liu, Q.; Chen, H.; Wang, L.; Deng, T.; Zhang, L.; Wu, X.","Multiobjective optimization of building energy consumption based on BIM-DB and LSSVM-NSGA-II","Journal of Cleaner Production","","","10.1016/j.jclepro.2021.126153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101270055&doi=10.1016%2fj.jclepro.2021.126153&partnerID=40&md5=749f30227f679af0203244c9907b3242","The building envelope performance significantly influences the building energy consumption, and the major influencing factors of the building envelope include the external wall U-value, external wall solar absorptance, roof U-value, roof solar absorptance, external window U-value, and window-to-wall ratio. This paper proposed a framework that integrates Building Information Modeling (BIM) with LSSVM (least square support vector machine (LSSVM) and non-dominated sorting genetic algorithm-II (NSGA-II) to study the influence of building envelope parameters on building energy consumption and discover the best design. The DesignBuilder (DB) is used to perform energy consumption simulation and orthogonal experiment to obtain the sample data set. The LSSVM is utilized to learn the data set to establish a prediction model between the building envelope and energy consumption, which is used as the fitness function of the building energy consumption in NSGA-II. With the objective of minimizing building energy consumption and maximizing the indoor thermal comfort (measured by predicted mean vote or PMV), an NSGA-II multi-objective optimization model is established. The Pareto front is obtained through calculation, and the optimal combination of building envelope parameters is discovered using the ideal point method. A case of a proposed school building in China is used to demonstrate the feasibility and effectiveness of the developed framework, the results show that: (1) The LSSVM has great ability to predict building energy consumption, achieving an accurate prediction with a goodness-of-fit of 0.9549 and an RMSE of 0.0273; (2) The optimized envelope design parameters of the proposed building are presented, including the External wall U-value is 0.2, the External wall solar absorptance is 0.55, the Roof U-value is 0.2, the External window U-value is 0.4166, the External window U-value is 1, the Window-wall ratio is 0.215. (3) The developed LSSVM-NSGA II hybrid approach can effectively improve the building's energy consumption and thermal comfort with the building energy consumption reduced by 10.6% and the thermal comfort increased by 32.2% than the initial values, respectively. The proposed LSSVM-NSGA II framework is able to optimize building envelope design parameters than its precedent, which can provide effective thinking for similar problems. © 2021","2021","2024-02-20 10:05:52","2024-02-20 10:39:18","","","","","294","","","","","","","","","","","","","Scopus","","","","","<p>Compilation and indexing terms, Copyright 2024 Elsevier Inc.</p>; <p>Export Date: 20 February 2024; Cited By: 70</p>","","http://dx.doi.org/10.1016/j.jclepro.2021.126153","Architectural design; Building Information Model - BIM; Structural design; Genetic algorithms; Multi-objective optimization; Forecasting; Support vector machines; Multiobjective optimization; Walls (structural partitions); Energy utilization; Energy conservation; Predictive analytics; Multi-objective optimization models; Solar buildings; Roofs; Thermal comfort; Building energy consumption; NSGA-II; Building envelope design; Non dominated sorting genetic algorithm ii (NSGA II); Building envelope performance; Energy consumption simulation and prediction; Least square support vector machines; LSSVM; Roof solar absorptance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8WKJT7UI","journalArticle","2021","Albatayneh, A.; Tayara, T.; Jaradat, M.; Al-Omary, M.; Hindiyeh, M.; Alterman, D.; Ishbeytah, M.","Optimum Building Design Variables in a Warm Saharan Mediterranean Climate Zone","International Journal of Photoenergy","","","10.1155/2021/6672260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107657997&doi=10.1155%2f2021%2f6672260&partnerID=40&md5=fb837208b31d8446a81a736a3fa85ba2","This research contributes to making residential buildings more efficient in the city of Azraq, Jordan, which is located in a warm climate zone in the Saharan Mediterranean region (classified as a hot desert climate according to the Köppen climate classification). It involved the optimisation of several envelope parameters with the aim of reducing the usage of energy within a normal structure occupying an area of 186 m2 without the occupants' involvement in saving energy in the building to solely measure the building envelope's thermal performance. The DesignBuilder software was used for the sensitivity analysis using 12 design variables, which enabled their significance for both cooling and heating loads. The selected variables were separated into two categories based on their level of significance: a group with higher importance (window to wall %, local type of shading, ground floor building, natural rate of ventilation, rate of infiltration, kind of glazing, and flat roof structure) as well as a group with lower importance (partition construction, site position, construction of outside walls, kind of window blinds, and window shade control timetable); these variables will save a significant amount of heating and cooling energy. © 2021 Aiman Albatayneh et al.","2021","2024-02-20 10:05:52","2024-02-20 10:40:06","","","","","2021","","","","","","","","","","","","","Scopus","","","","","<p>Compilation and indexing terms, Copyright 2024 Elsevier Inc.</p>; <p>Export Date: 20 February 2024; Cited By: 2</p>","","http://dx.doi.org/10.1155/2021/6672260","Architectural design; Floors; Optimisations; Structural design; Construction; Building design; Sensitivity analysis; Residential building; Walls (structural partitions); Design variables; Roofs; Energy; Mediterranean climates; Warm climates; Classifieds; Desert climates; Mediterranean region","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3IIBE7X","journalArticle","2021","Li, M.; Wong, B.C.L.; Liu, Y.; Chan, C.M.; Gan, V.J.L.; Cheng, J.C.P.","DfMA-oriented design optimization for steel reinforcement using BIM and hybrid metaheuristic algorithms","Journal of Building Engineering","","","10.1016/j.jobe.2021.103310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122644902&doi=10.1016%2fj.jobe.2021.103310&partnerID=40&md5=036c03b15a4d79434f8bbdc4f6bae5ba","Steel reinforcement (also referred to as rebar) design plays an important role in reinforced concrete (RC) structures in terms of strength requirements, cost and buildability. Currently, rebar design is performed at the individual member level with few considerations of the interference between different intersecting members, leading to potential clashes and buildability issues. Design for Manufacture and Assembly (DfMA) is a cutting-edge technology concept that improves the design for higher buildability by incorporating knowledge from downstream manufacture and assembly activities into the early design phase. This paper presents an innovative DfMA-oriented approach for rebar design optimization with Building Information Modeling (BIM) and a hybrid metaheuristic algorithm. Firstly, activities related to the manufacture and assembly of rebar are identified to apply DfMA principles, followed by the proposed BIM-based optimization framework. Secondly, multi-objective cost design formulation including both the material cost and the installation cost is proposed, incorporating the design code requirements and DfMA considerations. Following this, key modules for implementation are presented including the rebar layout searching, the hybrid genetic algorithm incorporated with Hooke and Jeeves's method for optimization and rebar clash avoidance. The illustrative example shows that the proposed approach can generate a series of practical rebar layouts, and a trade-off between the material cost and installation cost is found, which means excessive emphasis on minimizing one of them will lead to the rise of the other. © 2021","2021","2024-02-20 10:05:52","2024-03-19 10:46:59","","","","","44","","","","","","","","","","","","","Scopus","","","","","<p>Compilation and indexing terms, Copyright 2024 Elsevier Inc.</p>; <p>Export Date: 20 February 2024; Cited By: 11</p>","; C:\Users\bunjii\Zotero\storage\94B29LL5\Li et al. - 2021 - DfMA-oriented design optimization for steel reinfo.pdf","http://dx.doi.org/10.1016/j.jobe.2021.103310","Architectural design; Building information modeling; Optimisations; Structural design; Genetic algorithms; Optimization; Economic and social effects; Reinforced concrete; Building Information Modelling; Information theory; Machine design; Design optimization; Steel reinforcements; Manufacture; Design for manufacturability; Design for manufacture and assemblies; Meta-heuristics algorithms; Concrete structure; Design for manufacture and assembly; Hybrid metaheuristic algorithms; Material cost; Metaheuristic algorithm; Rebar design; 4_SOO; 5_Multistory; 6_Methodology; 2_Concrete; 6_Case study; 7_Entire building; 3_Cost; 1_Size; 1_Topology (rebar in the cross-section)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUQ2UHLM","journalArticle","2021","Lan, X.; Cao, J.; Lv, G.; Zhou, L.","Simulation method for indoor airflow based on the Industry Foundation Classes model","Journal of Building Engineering","","","10.1016/j.jobe.2021.102251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101098773&doi=10.1016%2fj.jobe.2021.102251&partnerID=40&md5=60ff093aa91ff5dc1f07cb5be4b7611c","Indoor airflow is an important factor affecting indoor thermal comfort and human health; it is also an important consideration for architectural design, ideal living environments, and green building fields. Currently, most building models required for indoor airflow simulation have been manually created by researchers, which is inefficient and error-prone in modeling. To overcome this problem, this study examines the similarities and differences between the general standard data model Industry Foundation Class (IFC) in the BIM (Building Information Model) and the spatial grid required for indoor airflow simulation and proposes a conversion method from an IFC model to spatial grid. This method uses the rich semantic, geometric, and relational information in the IFC model to automatically extract building interior space, divide numerical calculation grid, and map semantic attribute information to the spatial grid. On this basis, an integrated simulation framework is constructed with OpenFOAM to simulate the airflow movement of the indoor space of the building. The simulation results show that the method used in this study can automatically construct the spatial grid using existing IFC models without re-modeling, which provides important support for indoor airflow modeling. In addition, the integrated simulation framework connects model construction, simulation analysis, and other steps through tool chain. This process simplifies the simulation operation, provides convenience for indoor airflow simulation, is conducive to the wide use of indoor airflow simulation in architectural design and architectural design optimization, and also provides reference for related numerical simulation research and digital city modeling. © 2021 Elsevier Ltd","2021","2024-02-20 10:05:52","2024-02-20 10:05:52","","","","","39","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 20 February 2024; Cited By: 6</p>","","","Architectural design; Building Information Model - BIM; Structural design; Numerical methods; Industry Foundation Classes - IFC; Air conditioning; Numerical calculation; Indoor thermal comfort; Computational fluid dynamics; Semantics; Airflow; Building interiors; Indoor air movement; Industry foundation classes model; Integrated simulations; Numerical simulation research; OpenFOAM; Simulation analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
